step,train/loss,train/epsilon,train/replay_size,train/q_mean,train/q_max,train/q_min,train/updates,epis/reward,epis/reward_ema,epis/reward_mean100,epis/len,epis/len_ema,epis/len_mean100,epis/final_score,epis/death_wall,epis/death_self,epis/death_starvation
1033,,,,,,,,0.9644999999999999,-1.321183211300995,-1.2934939024390246,28,23.502557187112334,25.195121951219512,1,1.0,0.0,0.0
1135,,,,,,,,-2.1355000000000004,-1.3618990507359452,-1.3135416666666668,102,27.427429327756716,27.023809523809526,0,1.0,0.0,0.0
1147,,,,,,,,-1.4455,-1.366079098199148,-1.3166104651162793,12,26.65605786136888,26.674418604651162,0,1.0,0.0,0.0
1173,,,,,,,,-1.6275000000000002,-1.3791501432891904,-1.3236761363636367,26,26.623254968300433,26.65909090909091,0,1.0,0.0,0.0
1206,,,,,,,,-1.4735000000000003,-1.3838676361247308,-1.3270055555555558,33,26.94209221988541,26.8,0,1.0,0.0,0.0
1243,,,,,,,,0.18524999999999947,-1.3054117543184942,-1.2941304347826088,37,27.44498760889114,27.02173913043478,1,1.0,0.0,0.0
1253,,,,,,,,-1.9295,-1.3366161666025695,-1.307648936170213,10,26.572738228446582,26.659574468085108,0,1.0,0.0,0.0
1276,,,,,,,,-1.8635000000000002,-1.362960358272441,-1.319229166666667,23,26.39410131702425,26.583333333333332,0,1.0,0.0,0.0
1331,,,,,,,,-2.0995000000000004,-1.399787340358819,-1.3351530612244902,55,27.824396251173038,27.163265306122447,0,1.0,0.0,0.0
1348,,,,,,,,-1.7842500000000001,-1.419010473340878,-1.3441350000000003,17,27.283176438614387,26.96,0,1.0,0.0,0.0
1359,,,,,,,,-0.8345000000000005,-1.389784949673834,-1.3341421568627454,11,26.46901761668367,26.647058823529413,1,1.0,0.0,0.0
1387,,,,,,,,-0.007750000000000146,-1.3206832021901422,-1.3086346153846156,28,26.545566735849484,26.673076923076923,1,0.0,1.0,0.0
1404,,,,,,,,-1.9855000000000003,-1.353924042080635,-1.3214056603773587,17,26.06828839905701,26.49056603773585,0,1.0,0.0,0.0
1470,,,,,,,,-1.8175000000000001,-1.3771028399766034,-1.330592592592593,66,28.06487397910416,27.22222222222222,0,1.0,0.0,0.0
1511,,,,,,,,-1.7775000000000003,-1.3971226979777733,-1.338718181818182,41,28.711630280148952,27.472727272727273,0,1.0,0.0,0.0
1525,,,,,,,,0.9364999999999999,-1.2804415630788848,-1.2980892857142858,14,27.976048766141503,27.232142857142858,1,1.0,0.0,0.0
1540,,,,,,,,-1.9795000000000003,-1.3153944849249406,-1.310043859649123,15,27.327246327834427,27.017543859649123,0,1.0,0.0,0.0
1560,,,,,,,,-2.0295000000000005,-1.3510997606786934,-1.3224482758620693,20,26.960884011442705,26.896551724137932,0,1.0,0.0,0.0
1586,,,,,,,,-1.5575,-1.3614197726447586,-1.3264322033898308,26,26.91283981087057,26.88135593220339,0,1.0,0.0,0.0
1607,,,,,,,,-1.7875,-1.3827237840125206,-1.3341166666666668,21,26.61719782032704,26.783333333333335,0,1.0,0.0,0.0
1630,,,,,,,,-1.7935,-1.4032625948118944,-1.3416475409836068,23,26.436337929310685,26.721311475409838,0,1.0,0.0,0.0
1645,,,,,,,,-1.8395000000000001,-1.4250744650712996,-1.349677419354839,15,25.86452103284515,26.532258064516128,0,1.0,0.0,0.0
1665,,,,,,,,-1.6095000000000002,-1.4342957418177347,-1.3538015873015876,20,25.571294981202893,26.428571428571427,0,1.0,0.0,0.0
1704,,,,,,,,-1.9115000000000002,-1.458155954726848,-1.3625156250000003,39,26.242730232142748,26.625,0,1.0,0.0,0.0
1748,,,,,,,,-1.9615000000000002,-1.4833231569905054,-1.3717307692307694,44,27.130593720535607,26.892307692307693,0,1.0,0.0,0.0
1779,,,,,,,,-1.9687500000000002,-1.50759449914098,-1.3807765151515152,31,27.324064034508826,26.954545454545453,0,1.0,0.0,0.0
1798,,,,,,,,-1.8515000000000001,-1.524789774183931,-1.3878022388059703,19,26.90786083278338,26.83582089552239,0,1.0,0.0,0.0
1828,,,,,,,,-1.4345,-1.5202752854747343,-1.3884889705882355,30,27.06246779114421,26.88235294117647,0,1.0,0.0,0.0
1886,,,,,,,,-2.0735,-1.5479365212009975,-1.3984166666666669,58,28.609344401587002,27.333333333333332,0,1.0,0.0,0.0
1930,,,,,,,,-1.7515000000000003,-1.5581146951409475,-1.4034607142857145,44,29.37887718150765,27.571428571428573,0,1.0,0.0,0.0
2005,,,,,,,,-0.18374999999999986,-1.4893964603838998,-1.3862816901408452,75,31.659933322432266,28.239436619718308,1,0.0,1.0,0.0
2031,,,,,,,,-1.9125,-1.5105516373647048,-1.393590277777778,26,31.37693665631065,28.208333333333332,0,1.0,0.0,0.0
2064,,,,,,,,-1.8235000000000001,-1.5261990554964695,-1.3994794520547948,33,31.458089823495115,28.273972602739725,0,1.0,0.0,0.0
2081,,,,,,,,-1.7755,-1.538664102721646,-1.404560810810811,17,30.73518533232036,28.12162162162162,0,1.0,0.0,0.0
2159,,,,,,,,-0.16274999999999995,-1.4698683975855635,-1.3880033333333335,78,33.09842606570434,28.786666666666665,1,0.0,1.0,0.0
2169,,,,,,,,-1.7895,-1.4858499777062852,-1.3932861842105266,10,31.94350476241912,28.539473684210527,0,1.0,0.0,0.0
2188,,,,,,,,-1.6415000000000002,-1.4936324788209707,-1.3965097402597404,19,31.296329524298162,28.415584415584416,0,1.0,0.0,0.0
2344,,,,,,,,-2.3725000000000005,-1.537575854879922,-1.4090224358974361,156,37.531513048083255,30.05128205128205,0,1.0,0.0,0.0
2355,,,,,,,,-1.8275000000000001,-1.5520720621359259,-1.4143196202531647,11,36.20493739567909,29.810126582278482,0,1.0,0.0,0.0
2370,,,,,,,,-1.7695,-1.5629434590291296,-1.418759375,15,35.144690525895136,29.625,0,1.0,0.0,0.0
2381,,,,,,,,-1.6175000000000002,-1.5656712860776731,-1.4212129629629633,11,33.937455999600374,29.395061728395063,0,1.0,0.0,0.0
2399,,,,,,,,-1.9535000000000002,-1.5850627217737894,-1.4277042682926833,18,33.14058319962035,29.25609756097561,0,1.0,0.0,0.0
2415,,,,,,,,-1.9475000000000002,-1.6031845856851,-1.4339668674698798,16,32.283554039639334,29.096385542168676,0,1.0,0.0,0.0
2454,,,,,,,,-1.9815000000000003,-1.622100356400845,-1.4404851190476193,39,32.619376337657364,29.214285714285715,0,1.0,0.0,0.0
2470,,,,,,,,-1.9475000000000002,-1.6383703385808026,-1.4464500000000002,16,31.788407520774495,29.058823529411764,0,1.0,0.0,0.0
2499,,,,,,,,-1.9515000000000002,-1.6540268216517624,-1.4523226744186049,29,31.648987144735766,29.058139534883722,0,1.0,0.0,0.0
2570,,,,,,,,-1.5875000000000004,-1.6507004805691743,-1.4538764367816095,71,33.61653778749898,29.54022988505747,0,1.0,0.0,0.0
2595,,,,,,,,-1.6595000000000002,-1.6511404565407155,-1.4562130681818184,25,33.18571089812403,29.488636363636363,0,1.0,0.0,0.0
2607,,,,,,,,-1.7255,-1.6548584337136798,-1.459238764044944,12,32.126425353217826,29.292134831460675,0,1.0,0.0,0.0
2622,,,,,,,,-0.761,-1.6101655120279956,-1.4514805555555559,15,31.270104085556934,29.133333333333333,1,1.0,0.0,0.0
2654,,,,,,,,-1.9255000000000002,-1.6259322364265958,-1.4566895604395609,32,31.306598881279086,29.164835164835164,0,1.0,0.0,0.0
2662,,,,,,,,-1.71475,-1.630373124605266,-1.4594945652173914,8,30.14126893721513,28.934782608695652,0,1.0,0.0,0.0
2689,,,,,,,,-1.8755000000000002,-1.6426294683750025,-1.4639677419354842,27,29.984205490354373,28.913978494623656,0,1.0,0.0,0.0
2734,,,,,,,,0.23124999999999973,-1.5489354949562524,-1.445933510638298,45,30.734995215836655,29.085106382978722,1,1.0,0.0,0.0
2745,,,,,,,,-1.8975,-1.5663637202084397,-1.4506868421052634,11,29.74824545504482,28.894736842105264,0,1.0,0.0,0.0
2791,,,,,,,,-1.8275000000000001,-1.5794205341980176,-1.4546119791666667,46,30.56083318229258,29.072916666666668,0,1.0,0.0,0.0
2809,,,,,,,,-1.9535000000000002,-1.5981245074881167,-1.4597551546391756,18,29.932791523177947,28.95876288659794,0,1.0,0.0,0.0
2823,,,,,,,,-1.6615000000000002,-1.601293282113711,-1.4618137755102043,14,29.136151947019048,28.806122448979593,0,1.0,0.0,0.0
2845,,,,,,,,-1.6855000000000002,-1.6055036180080253,-1.4640732323232326,22,28.779344349668097,28.737373737373737,0,1.0,0.0,0.0
2874,,,,,,,,-2.0302500000000006,-1.626740937107624,-1.4697350000000002,29,28.79037713218469,28.74,0,1.0,0.0,0.0
2901,,,,,,,,-1.8055,-1.6356788902522428,-1.470595,27,28.700858275575456,28.91,0,1.0,0.0,0.0
2920,,,,,,,,-1.4315000000000002,-1.6254699457396304,-1.4702150000000003,19,28.215815361796682,28.9,0,1.0,0.0,0.0
2934,,,,,,,,-1.7315,-1.630771448452649,-1.509265,14,27.505024593706846,28.78,0,1.0,0.0,0.0
2956,,,,,,,,-1.8255000000000001,-1.6405078760300165,-1.5085450000000002,22,27.229773364021504,28.89,0,1.0,0.0,0.0
2983,,,,,,,,1.0024999999999997,-1.5083574822285155,-1.4796850000000001,27,27.21828469582043,28.98,1,1.0,0.0,0.0
3010,,,,,,,,-1.8055,-1.5232146081170899,-1.5038825000000002,27,27.20737046102941,29.17,0,1.0,0.0,0.0
3019,,,,,,,,-1.8915000000000002,-1.5416288777112355,-1.5044825000000004,9,26.29700193797794,28.67,0,1.0,0.0,0.0
3036,,,,,,,,0.6044999999999996,-1.4343224338256737,-1.4805025,17,25.832151841079042,28.61,1,1.0,0.0,0.0
3057,,,,,,,,-1.4375,-1.4344813121343898,-1.4811425000000003,21,25.59054424902509,28.59,0,1.0,0.0,0.0
3067,,,,,,,,0.2274999999999996,-1.3513822465276704,-1.4584525000000002,10,24.811017036573833,27.4,1,1.0,0.0,0.0
3085,,,,,,,,-1.8835000000000002,-1.3779881342012867,-1.4580325000000003,18,24.47046618474514,27.26,0,1.0,0.0,0.0
3100,,,,,,,,-1.8395000000000001,-1.4010637274912223,-1.4598525,15,23.99694287550788,27.05,0,1.0,0.0,0.0
3112,,,,,,,,-1.7955,-1.420785541116661,-1.4595325000000003,12,23.397095731732488,27.06,0,1.0,0.0,0.0
3121,,,,,,,,-1.3315000000000001,-1.416321264060828,-1.4544725000000003,9,22.67724094514586,26.89,0,1.0,0.0,0.0
3176,,,,,,,,-1.8895000000000004,-1.4399802008577867,-1.4891000000000003,55,24.293378897888566,27.23,0,1.0,0.0,0.0
3252,,,,,,,,-1.8475000000000001,-1.4603561908148974,-1.4875200000000002,76,26.878709952994136,27.87,0,1.0,0.0,0.0
3285,,,,,,,,-0.87775,-1.4312258812741525,-1.4775825000000002,33,27.184774455344428,28.06,1,1.0,0.0,0.0
3317,,,,,,,,-1.9255000000000002,-1.455939587210445,-1.47829,32,27.425535732577206,28.3,0,1.0,0.0,0.0
3327,,,,,,,,-1.7195,-1.4691176078499226,-1.4786700000000002,10,26.554258945948344,28.31,0,1.0,0.0,0.0
3373,,,,,,,,-1.8975000000000002,-1.4905367274574264,-1.4797500000000001,46,27.526545998650928,28.67,0,1.0,0.0,0.0
3386,,,,,,,,-1.8335000000000001,-1.507684891084555,-1.4783900000000003,13,26.80021869871838,28.45,0,1.0,0.0,0.0
3403,,,,,,,,-1.9155000000000002,-1.5280756465303271,-1.4793500000000004,17,26.31020776378246,28.42,0,1.0,0.0,0.0
3413,,,,,,,,-1.8595000000000002,-1.5446468642038107,-1.4994925000000001,10,25.494697375593336,28.44,0,1.0,0.0,0.0
3432,,,,,,,,-1.7115,-1.55298952099362,-1.5185825000000002,19,25.16996250681367,28.38,0,1.0,0.0,0.0
3488,,,,,,,,-1.7175000000000002,-1.5612150449439388,-1.5180025000000001,56,26.711464381472986,28.77,0,1.0,0.0,0.0
3502,,,,,,,,-1.8715000000000002,-1.5767292926967418,-1.5215425000000002,14,26.075891162399333,28.55,0,1.0,0.0,0.0
3516,,,,,,,,-1.8715000000000002,-1.5914678280619046,-1.5228825000000001,14,25.472096604279365,28.53,0,1.0,0.0,0.0
3537,,,,,,,,0.8327499999999999,-1.4702569366588092,-1.49652,21,25.248491774065396,28.36,1,0.0,1.0,0.0
3550,,,,,,,,-1.8335000000000001,-1.4884190898258687,-1.49944,13,24.636067185362123,28.4,0,1.0,0.0,0.0
3565,,,,,,,,-1.9795000000000003,-1.5129731353345752,-1.5024000000000002,15,24.154263826094017,27.87,0,1.0,0.0,0.0
3609,,,,,,,,-1.6815000000000002,-1.5213994785678464,-1.5010000000000003,44,25.146550634789314,28.22,0,1.0,0.0,0.0
3626,,,,,,,,-1.5655000000000001,-1.5236045046394542,-1.4983800000000003,17,24.73922310304985,28.28,0,1.0,0.0,0.0
3661,,,,,,,,-1.8995000000000002,-1.5423992794074814,-1.49818,35,25.252261947897356,28.33,0,1.0,0.0,0.0
3683,,,,,,,,-1.8255000000000001,-1.5565543154371073,-1.519385,22,25.08964885050249,28.37,0,1.0,0.0,0.0
3717,,,,,,,,-1.6515000000000002,-1.561301599665252,-1.5179450000000003,34,25.53516640797736,28.59,0,1.0,0.0,0.0
3743,,,,,,,,-1.6275000000000002,-1.5646115196819892,-1.5162250000000004,26,25.558408087578492,28.6,0,1.0,0.0,0.0
3755,,,,,,,,-1.7255,-1.5726559436978897,-1.5173850000000002,12,24.88048768319957,28.52,0,1.0,0.0,0.0
3759,,,,,,,,0.2280000000000002,-1.482623146512995,-1.49581,4,23.83646329903959,28.46,1,0.0,1.0,0.0
3773,,,,,,,,1.2917499999999995,-1.3439044891873453,-1.4816200000000002,14,23.34464013408761,28.39,1,0.0,1.0,0.0
3782,,,,,,,,-1.5415,-1.3537842647279779,-1.4783600000000001,9,22.627408127383227,27.77,0,1.0,0.0,0.0
3807,,,,,,,,-1.7995,-1.376070051491579,-1.5060000000000002,25,22.746037721014066,27.74,0,1.0,0.0,0.0
3872,,,,,,,,-1.9195000000000002,-1.4032415489169998,-1.50384,65,24.858735834963362,27.37,0,1.0,0.0,0.0
3883,,,,,,,,-1.4775,-1.4069544714711497,-1.5041600000000002,11,24.165799043215195,27.36,0,1.0,0.0,0.0
3899,,,,,,,,-1.5275,-1.4129817478975923,-1.5031600000000003,16,23.757509091054434,27.26,0,1.0,0.0,0.0
3920,,,,,,,,1.0432499999999998,-1.2901701605027127,-1.4779925000000003,21,23.61963363650171,27.14,1,1.0,0.0,0.0
3936,,,,,,,,-1.7375,-1.312536652477577,-1.49722,16,23.238651954676623,26.93,0,1.0,0.0,0.0
3949,,,,,,,,-1.7635,-1.335084819853698,-1.4955600000000002,13,22.72671935694279,26.96,0,1.0,0.0,0.0
3966,,,,,,,,-1.8455000000000001,-1.3606055788610132,-1.4953800000000002,17,22.44038338909565,26.9,0,1.0,0.0,0.0
3990,,,,,,,,-1.9102500000000002,-1.3880877999179626,-1.4934875000000003,24,22.518364219640866,26.59,0,1.0,0.0,0.0
4000,,,,,,,,-1.9295,-1.4151584099220644,-1.4949400000000004,10,21.892446008658823,26.52,0,1.0,0.0,0.0
4017,,,,,,,,-1.4955000000000003,-1.4191754894259612,-1.5015500000000004,17,21.647823708225882,26.58,0,1.0,0.0,0.0
4039,,,,,,,,-1.6855000000000002,-1.4324917149546632,-1.5183275,22,21.665432522814587,26.52,0,1.0,0.0,0.0
4059,,,,,,,,-1.6795000000000002,-1.44484212920693,-1.5152675000000002,20,21.582160896673855,26.55,0,1.0,0.0,0.0
4078,,,,,,,,-1.9915000000000003,-1.4721750227465835,-1.5170075000000003,19,21.453052851840162,26.08,0,1.0,0.0,0.0
4127,,,,,,,,-1.7315000000000003,-1.4851412716092542,-1.5165475000000002,49,22.830400209248154,26.16,0,1.0,0.0,0.0
4202,,,,,,,,-2.1595000000000004,-1.5188592080287915,-1.5475075,75,25.438880198785746,26.77,0,1.0,0.0,0.0
4228,,,,,,,,-1.8375000000000001,-1.5347912476273518,-1.5460875,26,25.466936188846457,26.88,0,1.0,0.0,0.0
4237,,,,,,,,-1.7515,-1.5456266852459841,-1.5433075000000003,9,24.643589379404133,26.77,0,1.0,0.0,0.0
4246,,,,,,,,-1.6115000000000002,-1.5489203509836849,-1.5438475000000003,9,23.861409910433924,26.6,0,1.0,0.0,0.0
4261,,,,,,,,-0.3089999999999997,-1.4869243334345006,-1.5290625000000002,15,23.418339414912225,26.54,1,0.0,1.0,0.0
4292,,,,,,,,-1.9575000000000002,-1.5104531167627755,-1.5307025,31,23.797422444166614,26.62,0,1.0,0.0,0.0
4326,,,,,,,,-1.5815000000000001,-1.5140054609246367,-1.5281225,34,24.307551321958282,26.81,0,1.0,0.0,0.0
4346,,,,,,,,-1.6795000000000002,-1.5222801878784047,-1.5288225000000002,20,24.09217375586037,26.81,0,1.0,0.0,0.0
4384,,,,,,,,-2.0135000000000005,-1.5468411784844844,-1.5298425,38,24.787565068067348,26.8,0,1.0,0.0,0.0
4396,,,,,,,,-1.4455,-1.5417741195602603,-1.5246825000000002,12,24.14818681466398,26.48,0,1.0,0.0,0.0
4446,,,,,,,,-1.8395000000000001,-1.5566604135822473,-1.5233900000000002,50,25.44077747393078,26.67,0,1.0,0.0,0.0
4467,,,,,,,,-1.5075,-1.5542023929031348,-1.5199500000000001,21,25.21873860023424,26.69,0,1.0,0.0,0.0
4478,,,,,,,,-1.5475,-1.553867273257978,-1.52108,11,24.507801670222527,26.5,0,1.0,0.0,0.0
4508,,,,,,,,0.9389999999999996,-1.429223909595079,-1.4909550000000003,30,24.7824115867114,26.22,1,0.0,1.0,0.0
4524,,,,,,,,-0.9422500000000001,-1.4048752141153251,-1.4828625000000002,16,24.343291007375832,25.94,1,0.0,1.0,0.0
4555,,,,,,,,-1.0875,-1.389006453409559,-1.4919000000000002,31,24.67612645700704,25.5,1,1.0,0.0,0.0
4574,,,,,,,,-1.7865000000000002,-1.4088811307390812,-1.4906400000000002,19,24.392320134156687,25.43,0,1.0,0.0,0.0
4604,,,,,,,,-1.5695000000000001,-1.416912074202127,-1.4881,30,24.672704127448853,25.4,0,1.0,0.0,0.0
4625,,,,,,,,-1.9325,-1.4426914704920206,-1.48967,21,24.48906892107641,25.44,0,1.0,0.0,0.0
4639,,,,,,,,-1.5915000000000001,-1.4501318969674195,-1.5039575000000003,14,23.964615475022587,24.8,0,1.0,0.0,0.0
4651,,,,,,,,-1.6555000000000002,-1.4604003021190486,-1.5026175000000002,12,23.366384701271457,24.82,0,1.0,0.0,0.0
4675,,,,,,,,-1.8315000000000001,-1.478955287013096,-1.5045175,24,23.398065466207882,24.87,0,1.0,0.0,0.0
4692,,,,,,,,-1.8455000000000001,-1.4972825226624413,-1.4992475,17,23.078162192897487,23.48,0,1.0,0.0,0.0
4701,,,,,,,,-1.8215000000000001,-1.5134933965293191,-1.4991875000000001,9,22.374254083252612,23.46,0,1.0,0.0,0.0
4726,,,,,,,,-1.8695000000000002,-1.531293726702853,-1.5001875,25,22.50554137908998,23.56,0,1.0,0.0,0.0
4736,,,,,,,,-1.7895,-1.5442040403677102,-1.5019075000000002,10,21.88026431013548,23.55,0,1.0,0.0,0.0
4744,,,,,,,,1.4089999999999998,-1.3965438383493247,-1.4682825000000002,8,21.186251094628705,23.45,1,0.0,1.0,0.0
4782,,,,,,,,-1.8785000000000003,-1.4206416464318585,-1.4675925,38,22.026938539897266,23.67,0,1.0,0.0,0.0
4804,,,,,,,,-1.5455,-1.4268845641102654,-1.4632325000000004,22,22.025591612902403,23.5,0,1.0,0.0,0.0
4836,,,,,,,,-1.5755000000000001,-1.4343153359047522,-1.4595125000000002,32,22.524312032257285,23.66,0,1.0,0.0,0.0
4845,,,,,,,,-1.4715,-1.4361745691095145,-1.4547125000000003,9,21.848096430644418,23.46,0,1.0,0.0,0.0
4869,,,,,,,,-1.7665000000000002,-1.4526908406540386,-1.4565025000000003,24,21.955691609112197,22.99,0,1.0,0.0,0.0
4884,,,,,,,,-1.8395000000000001,-1.4720312986213366,-1.4583025,15,21.607907028656587,22.89,0,1.0,0.0,0.0
4919,,,,,,,,-1.8295000000000001,-1.4899047336902698,-1.4593425000000002,35,22.277511677223757,23.12,0,1.0,0.0,0.0
4931,,,,,,,,-1.7255,-1.5016844970057563,-1.4689875000000001,12,21.76363609336257,23.09,0,1.0,0.0,0.0
5016,,,,,,,,-1.7695000000000003,-1.5150752721554686,-1.4674275000000003,85,24.925454288694443,23.62,0,1.0,0.0,0.0
5024,,,,,,,,-1.8547500000000001,-1.532059008547695,-1.4688275000000002,8,24.079181574259717,23.62,0,1.0,0.0,0.0
5071,,,,,,,,-2.0055000000000005,-1.5557310581203103,-1.4701275,47,25.22522249554673,23.82,0,1.0,0.0,0.0
5086,,,,,,,,-1.5595,-1.5559195052142947,-1.4880350000000002,15,24.713961370769393,23.52,0,1.0,0.0,0.0
5096,,,,,,,,-1.7895,-1.5675985299535797,-1.486955,10,23.97826330223092,23.51,0,1.0,0.0,0.0
5118,,,,,,,,-1.8255000000000001,-1.5804936034559007,-1.4869350000000003,22,23.879350137119374,23.27,0,1.0,0.0,0.0
5135,,,,,,,,1.2399999999999995,-1.4394689232831055,-1.4550000000000003,17,23.535382630263406,23.26,1,1.0,0.0,0.0
5178,,,,,,,,-1.9235000000000002,-1.4636704771189502,-1.4576200000000004,43,24.508613498750233,23.55,0,1.0,0.0,0.0
5202,,,,,,,,-1.3415000000000001,-1.4575619532630026,-1.45418,24,24.48318282381272,23.57,0,1.0,0.0,0.0
5227,,,,,,,,-1.7295000000000003,-1.4711588555998525,-1.4511725000000002,25,24.509023682622082,23.53,0,1.0,0.0,0.0
5271,,,,,,,,-1.8915000000000002,-1.49217591281986,-1.4520325000000003,44,25.483572498490975,23.7,0,1.0,0.0,0.0
5302,,,,,,,,-1.3975000000000002,-1.4874421171788668,-1.4516925,31,25.759393873566427,23.82,0,1.0,0.0,0.0
5325,,,,,,,,-1.5835000000000001,-1.4922450113199233,-1.4502125000000001,23,25.621424179888102,23.91,0,1.0,0.0,0.0
5360,,,,,,,,-1.9695000000000003,-1.516107760753927,-1.4516525000000002,35,26.090352970893697,24.04,0,1.0,0.0,0.0
